Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity,Lyric Entry,Song Entry,Color,Background Color,Lyric Color
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),The less I know,The more I think about it now,All I know is that you drove us,1,alliknowisthatyoudroveus,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),All I know is that you drove us,The less I know,Off the road,1,offtheroad,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"Had me in the palm of your hand, then","(Stay) Hey, all you had to do was stay",Why'd you have to go and lock me out when I let you in?,3,whydyouhavetogoandlockmeoutwheniletyouin,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),Why'd you have to go and lock me out when I let you in?,"Had me in the palm of your hand, then","(Stay) Hey, now you say you want it back",3,stayheynowyousayyouwantitback,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"(Stay) Hey, now you say you want it back",Why'd you have to go and lock me out when I let you in?,"Now that it's just too late, well, could've been easy",3,nowthatitsjusttoolatewellcouldvebeeneasy,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"Now that it's just too late, well, could've been easy","(Stay) Hey, now you say you want it back",All you had to do was (Stay),2,allyouhadtodowasstay,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),All you had to do was (Stay),All you had to do was (Stay),All you had to do was (Stay),1,allyouhadtodowasstay,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),All you had to do was (Stay),All you had to do was (Stay),All you had to do was stay,1,allyouhadtodowasstay,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),But I don't know what to say,"Here you are now, callin' me up",I've been pickin' up the pieces,1,ivebeenpickinupthepieces,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),I've been pickin' up the pieces,But I don't know what to say,Of the mess you made,1,ofthemessyoumade,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),Of the mess you made,I've been pickin' up the pieces,People like you always want back,1,peoplelikeyoualwayswantback,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),People like you always want back,Of the mess you made,The love they pushed aside,1,thelovetheypushedaside,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),The love they pushed aside,People like you always want back,But people like me are gone forever,1,butpeoplelikemearegoneforever,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),But people like me are gone forever,The love they pushed aside,When you say goodbye,1,whenyousaygoodbye,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),All you had to do was (Stay),All you had to do was (Stay),"All you had to do was (Stay, stay, stay, stay)",1,allyouhadtodowasstaystaystaystay,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"This was what you wanted (Oh, oh, oh-oh-oh)",Let me remind you,You ended it,1,youendedit,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),You ended it,"This was what you wanted (Oh, oh, oh-oh-oh)","You were all I wanted (Oh, oh, oh-oh-oh)",1,youwerealliwantedohohohohoh,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"You were all I wanted (Oh, oh, oh-oh-oh)",You ended it,But not like this,1,butnotlikethis,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),But not like this,"You were all I wanted (Oh, oh, oh-oh-oh)","Not like this, not like this",1,notlikethisnotlikethis,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"Not like this, not like this",But not like this,"Oh, all you had to do was",1,ohallyouhadtodowas,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"Now that it's just too late, well, could've been easy","(Stay) Hey, now you say you want it back",All you had to do was,1,allyouhadtodowas,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),All you had to do was,"Now that it's just too late, well, could've been easy","(Stay; Ah) Hey, all you had to do was stay",1,stayahheyallyouhadtodowasstay,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"(Stay; Ah) Hey, all you had to do was stay",All you had to do was,"Had me in the palm of your hand, then",1,hadmeinthepalmofyourhandthen,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"Had me in the palm of your hand, then","(Stay; Ah) Hey, all you had to do was stay",Why'd you have to go and lock me out when I let you in?,1,whydyouhavetogoandlockmeoutwheniletyouin,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),Why'd you have to go and lock me out when I let you in?,"Had me in the palm of your hand, then","(Stay; Ah) Hey, now you say you want it back",1,stayahheynowyousayyouwantitback,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"(Stay; Ah) Hey, now you say you want it back",Why'd you have to go and lock me out when I let you in?,"Now that it's just too late, well, it could've been easy (All you had to do was stay)",1,nowthatitsjusttoolatewellitcouldvebeeneasyallyouhadtodowasstay,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),"Now that it's just too late, well, it could've been easy (All you had to do was stay)","(Stay; Ah) Hey, now you say you want it back",All you had to do was (Stay),1,allyouhadtodowasstay,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),All you had to do was (Stay),(Ah) All you had to do was (Stay; Oh),All you had to do was (Stay; Ooh),1,allyouhadtodowasstayooh,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
All You Had To Do Was Stay (Taylor’s Version),1989 (Taylor’s Version),All you had to do was (Stay; Ooh),All you had to do was (Stay),All you had to do was (Stay),1,allyouhadtodowasstay,allyouhadtodowasstay,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),You know it used to be mad love,"'Cause, baby, now we got bad blood",So take a look what you've done,2,sotakealookwhatyouvedone,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),So take a look what you've done,You know it used to be mad love,"'Cause, baby, now we got bad blood, hey",2,causebabynowwegotbadbloodhey,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"'Cause, baby, now we got bad blood, hey",So take a look what you've done,Now we got problems,2,nowwegotproblems,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),Now we got problems,"'Cause, baby, now we got bad blood, hey",And I don't think we can solve them,2,andidontthinkwecansolvethem,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),And I don't think we can solve them,Now we got problems,You made a really deep cut,4,youmadeareallydeepcut,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),You made a really deep cut,And I don't think we can solve them,"And, baby, now we got bad blood, hey",4,andbabynowwegotbadbloodhey,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),I was thinking that you could be trusted,Did you have to do this?,Did you have to ruin,1,didyouhavetoruin,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),Did you have to ruin,I was thinking that you could be trusted,What was shiny? Now it's all rusted,1,whatwasshinynowitsallrusted,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),What was shiny? Now it's all rusted,Did you have to ruin,Did you have to hit me,1,didyouhavetohitme,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),Did you have to hit me,What was shiny? Now it's all rusted,"Where I'm weak? Baby, I couldn't breathe",1,whereimweakbabyicouldntbreathe,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"Where I'm weak? Baby, I couldn't breathe",Did you have to hit me,And rub it in so deep,1,andrubitinsodeep,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),And rub it in so deep,"Where I'm weak? Baby, I couldn't breathe",Salt in the wound like you're laughin' right at me,1,saltinthewoundlikeyourelaughinrightatme,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),Think about the good times,"Oh, it's so sad to",You and I,2,youandi,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),You know it used to be mad lovе,"'Cause, baby, now we got bad blood",So take a look what you've done,1,sotakealookwhatyouvedone,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),So take a look what you've done,You know it used to be mad lovе,"'Causе, baby, now we got bad blood, hey",1,causеbabynowwegotbadbloodhey,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"'Causе, baby, now we got bad blood, hey",So take a look what you've done,Now we got problems,1,nowwegotproblems,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),Now we got problems,"'Causе, baby, now we got bad blood, hey",And I don't think we can solve them,1,andidontthinkwecansolvethem,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),Still got scars on my back from your knife,Did you think we'd be fine?,So don't think it's in the past,1,sodontthinkitsinthepast,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),So don't think it's in the past,Still got scars on my back from your knife,"These kinda wounds, they last and they last",1,thesekindawoundstheylastandtheylast,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"These kinda wounds, they last and they last",So don't think it's in the past,"Now, did you think it all through?",1,nowdidyouthinkitallthrough,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"Now, did you think it all through?","These kinda wounds, they last and they last",All these things will catch up to you,1,allthesethingswillcatchuptoyou,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),All these things will catch up to you,"Now, did you think it all through?","And time can heal, but this won't",1,andtimecanhealbutthiswont,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"And time can heal, but this won't",All these things will catch up to you,"So if you're comin' my way, just don't",1,soifyourecominmywayjustdont,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),You say sorry just for show,Band-aids don't fix bullet holes,"If you live like that, you live with ghosts (Ghosts)",1,ifyoulivelikethatyoulivewithghostsghosts,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"If you live like that, you live with ghosts (Ghosts)",You say sorry just for show,Band-aids don't fix bullet holes (Hey),1,bandaidsdontfixbulletholeshey,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),Band-aids don't fix bullet holes (Hey),"If you live like that, you live with ghosts (Ghosts)",You say sorry just for show (Hey),1,yousaysorryjustforshowhey,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),You say sorry just for show (Hey),Band-aids don't fix bullet holes (Hey),"If you live like that, you live with ghosts (Hey), mmm",1,ifyoulivelikethatyoulivewithghostsheymmm,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"If you live like that, you live with ghosts (Hey), mmm",You say sorry just for show (Hey),"If you love like that, blood runs cold",1,ifyoulovelikethatbloodrunscold,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),You know it used to be mad love (Mad love),"'Cause, baby, now we got bad blood",So take a look what you've done,1,sotakealookwhatyouvedone,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),So take a look what you've done,You know it used to be mad love (Mad love),"'Cause, baby, now we got bad blood, hey (Bad blood)",1,causebabynowwegotbadbloodheybadblood,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"'Cause, baby, now we got bad blood, hey (Bad blood)",So take a look what you've done,Now we got problems,1,nowwegotproblems,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),Now we got problems,"'Cause, baby, now we got bad blood, hey (Bad blood)",And I don't think we can solve them (Think we can solve them),1,andidontthinkwecansolvethemthinkwecansolvethem,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),And I don't think we can solve them (Think we can solve them),Now we got problems,You made a really deep cut,1,youmadeareallydeepcut,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),You made a really deep cut,And I don't think we can solve them (Think we can solve them),"And, baby, now we got bad blood, hey ('Cause now we got bad blood)",1,andbabynowwegotbadbloodheycausenowwegotbadblood,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"And, baby, now we got bad blood, hey ('Cause now we got bad blood)",You made a really deep cut,"'Cause, baby, now we got bad blood",1,causebabynowwegotbadblood,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"'Cause, baby, now we got bad blood","And, baby, now we got bad blood, hey ('Cause now we got bad blood)",You know it used to be mad love,1,youknowitusedtobemadlove,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),You know it used to be mad love,"'Cause, baby, now we got bad blood",So take a look what you've done (Look what you've done),1,sotakealookwhatyouvedonelookwhatyouvedone,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),So take a look what you've done (Look what you've done),You know it used to be mad love,"'Cause, baby, now we got bad blood, hey (Ooh, woah, no)",1,causebabynowwegotbadbloodheyoohwoahno,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),"'Cause, baby, now we got bad blood, hey (Ooh, woah, no)",So take a look what you've done (Look what you've done),Now we got problems,1,nowwegotproblems,badblood,#b5e5f8,#b5e5f8,#789ac0
Bad Blood (Taylor’s Version),1989 (Taylor’s Version),Now we got problems,"'Cause, baby, now we got bad blood, hey (Ooh, woah, no)",And I don't think we can solve them,1,andidontthinkwecansolvethem,badblood,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),I could show you incredible things,"Nice to meet you, where you been?","Magic, madness, heaven, sin",1,magicmadnessheavensin,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"Magic, madness, heaven, sin",I could show you incredible things,Saw you there and I thought,1,sawyouthereandithought,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Saw you there and I thought,"Magic, madness, heaven, sin","""Oh, my God, look at that face",1,ohmygodlookatthatface,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"""Oh, my God, look at that face",Saw you there and I thought,You look like my next mistake,1,youlooklikemynextmistake,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),You look like my next mistake,"""Oh, my God, look at that face","Love's a game, wanna play?"" Ayy",1,lovesagamewannaplayayy,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"Love's a game, wanna play?"" Ayy",You look like my next mistake,"New money, suit and tie",1,newmoneysuitandtie,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"New money, suit and tie","Love's a game, wanna play?"" Ayy",I can read you like a magazine,1,icanreadyoulikeamagazine,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),I can read you like a magazine,"New money, suit and tie",Ain't it funny? Rumors fly,1,aintitfunnyrumorsfly,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Ain't it funny? Rumors fly,I can read you like a magazine,And I know you heard about me,1,andiknowyouheardaboutme,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),And I know you heard about me,Ain't it funny? Rumors fly,"So, hey, let's be friends",1,soheyletsbefriends,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"So, hey, let's be friends",And I know you heard about me,I'm dyin' to see how this one ends,1,imdyintoseehowthisoneends,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),I'm dyin' to see how this one ends,"So, hey, let's be friends",Grab your passport and my hand,1,grabyourpassportandmyhand,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Grab your passport and my hand,I'm dyin' to see how this one ends,I can make the bad guys good for a weekend,1,icanmakethebadguysgoodforaweekend,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Or it's gonna go down in flames?,So it's gonna be forever,"You can tell me when it's over, mm",2,youcantellmewhenitsovermm,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"You can tell me when it's over, mm",Or it's gonna go down in flames?,If the high was worth thе pain,1,ifthehighwasworththеpain,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),If the high was worth thе pain,"You can tell me when it's over, mm",Got a long list of ex-lovers,1,gotalonglistofexlovers,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Got a long list of ex-lovers,If the high was worth thе pain,They'll tеll you I'm insane,1,theylltеllyouiminsane,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),They'll tеll you I'm insane,Got a long list of ex-lovers,'Cause you know I love the players,1,causeyouknowilovetheplayers,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),'Cause you know I love the players,They'll tеll you I'm insane,And you love the game,1,andyoulovethegame,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),And you love the game,'Cause you know I love the players,'Cause we're young and we're reckless,1,causewereyoungandwerereckless,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),'Cause we're young and we're reckless,And you love the game,We'll take this way too far,1,welltakethiswaytoofar,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),We'll take this way too far,'Cause we're young and we're reckless,"It'll leave you breathless, mm",1,itllleaveyoubreathlessmm,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"It'll leave you breathless, mm",We'll take this way too far,Or with a nasty scar,1,orwithanastyscar,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Or with a nasty scar,"It'll leave you breathless, mm",Got a long list of ex-lovers,1,gotalonglistofexlovers,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Got a long list of ex-lovers,Or with a nasty scar,They'll tell you I'm insane,1,theylltellyouiminsane,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),They'll tell you I'm insane,Got a long list of ex-lovers,"But I've got a blank space, baby",2,butivegotablankspacebaby,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"But I've got a blank space, baby",They'll tell you I'm insane,And I'll write your name,2,andillwriteyourname,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),I could show you incredible things,"Cherry lips, crystal skies","Stolen kisses, pretty lies",1,stolenkissesprettylies,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"Stolen kisses, pretty lies",I could show you incredible things,"You're the king, baby, I'm your queen",1,yourethekingbabyimyourqueen,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"You're the king, baby, I'm your queen","Stolen kisses, pretty lies",Find out what you want,1,findoutwhatyouwant,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Find out what you want,"You're the king, baby, I'm your queen",Be that girl for a month,1,bethatgirlforamonth,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Be that girl for a month,Find out what you want,"Wait, the worst is yet to come",1,waittheworstisyettocome,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"Wait, the worst is yet to come",Be that girl for a month,"Oh, no",1,ohno,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"Oh, no","Wait, the worst is yet to come","Screaming, crying, perfect storms",1,screamingcryingperfectstorms,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"Screaming, crying, perfect storms","Oh, no",I can make all the tables turn,1,icanmakeallthetablesturn,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),I can make all the tables turn,"Screaming, crying, perfect storms",Rose garden filled with thorns,1,rosegardenfilledwiththorns,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Rose garden filled with thorns,I can make all the tables turn,"Keep you second guessin', like",1,keepyousecondguessinlike,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"Keep you second guessin', like",Rose garden filled with thorns,"""Oh, my God, who is she?""",1,ohmygodwhoisshe,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"""Oh, my God, who is she?""","Keep you second guessin', like",I get drunk on jealousy,1,igetdrunkonjealousy,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),I get drunk on jealousy,"""Oh, my God, who is she?""",But you'll come back each time you leave,1,butyoullcomebackeachtimeyouleave,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),But you'll come back each time you leave,I get drunk on jealousy,"'Cause, darling, I'm a nightmare dressed like a daydream",1,causedarlingimanightmaredressedlikeadaydream,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"You can tell me when it's over, mm",Or it's gonna go down in flames?,If the high was worth the pain,1,ifthehighwasworththepain,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),If the high was worth the pain,"You can tell me when it's over, mm",Got a long list of ex-lovers,1,gotalonglistofexlovers,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Got a long list of ex-lovers,If the high was worth the pain,They'll tell you I'm insane,1,theylltellyouiminsane,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),They'll tell you I'm insane,Got a long list of ex-lovers,'Cause you know I love the players,1,causeyouknowilovetheplayers,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),'Cause you know I love the players,They'll tell you I'm insane,And you love the game,1,andyoulovethegame,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),And you love the game,'Cause you know I love the players,'Cause we're young and we're reckless (Oh),1,causewereyoungandwererecklessoh,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),'Cause we're young and we're reckless (Oh),And you love the game,We'll take this way too far,1,welltakethiswaytoofar,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),We'll take this way too far,'Cause we're young and we're reckless (Oh),"It'll leave you breathless (Oh-oh), mm",1,itllleaveyoubreathlessohohmm,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),"It'll leave you breathless (Oh-oh), mm",We'll take this way too far,Or with a nasty scar,1,orwithanastyscar,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Or with a nasty scar,"It'll leave you breathless (Oh-oh), mm",Got a long list of ex-lovers,1,gotalonglistofexlovers,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),Got a long list of ex-lovers,Or with a nasty scar,They'll tell you I'm insane (Insane),1,theylltellyouiminsaneinsane,blankspace,#b5e5f8,#b5e5f8,#789ac0
Blank Space (Taylor’s Version),1989 (Taylor’s Version),They'll tell you I'm insane (Insane),Got a long list of ex-lovers,"But I've got a blank space, baby",1,butivegotablankspacebaby,blankspace,#b5e5f8,#b5e5f8,#789ac0
