Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity,Lyric Entry,Song Entry,Color,Background Color,Lyric Color
22 (Taylor’s Version),Red (Taylor’s Version),To dress up like hipsters,It feels like a perfect night,And make fun of our exes,1,andmakefunofourexes,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),And make fun of our exes,To dress up like hipsters,"Uh-uh, uh-uh",1,uhuhuhuh,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"Uh-uh, uh-uh",And make fun of our exes,It feels like a perfect night,1,itfeelslikeaperfectnight,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),It feels like a perfect night,"Uh-uh, uh-uh",For breakfast at midnight,1,forbreakfastatmidnight,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),For breakfast at midnight,It feels like a perfect night,To fall in love with strangers,1,tofallinlovewithstrangers,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),To fall in love with strangers,For breakfast at midnight,"Uh-uh, uh-uh",1,uhuhuhuh,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"We're happy, free, confused, and lonely at the same time",Yeah,"It's miserable and magical, oh yeah",1,itsmiserableandmagicalohyeah,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"It's miserable and magical, oh yeah","We're happy, free, confused, and lonely at the same time",Tonight's the night when we forget about the deadlines,1,tonightsthenightwhenweforgetaboutthedeadlines,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Tonight's the night when we forget about the deadlines,"It's miserable and magical, oh yeah","It's time, oh-oh",1,itstimeohoh,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),But I'm feelin' twenty-two,I don't know about you,Everything will be alright if,1,everythingwillbealrightif,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Everything will be alright if,But I'm feelin' twenty-two,You keep me next to you,1,youkeepmenexttoyou,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),You keep me next to you,Everything will be alright if,You don't know about me,1,youdontknowaboutme,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),You don't know about me,You keep me next to you,But I'll bet you want to,2,butillbetyouwantto,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),But I'll bet you want to,You don't know about me,Everything will bе alright if,1,everythingwillbеalrightif,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Everything will bе alright if,But I'll bet you want to,We just keep dancin' like we'rе,1,wejustkeepdancinlikewerе,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),We just keep dancin' like we'rе,Everything will bе alright if,Twenty-two,1,twentytwo,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Twenty-two,We just keep dancin' like we'rе,Twenty-two,1,twentytwo,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),This place is too crowded,It seems like one of those nights,Too many cool kids,1,toomanycoolkids,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Too many cool kids,This place is too crowded,"Uh-uh, uh-uh (Who's Taylor Swift anyway? Ew)",1,uhuhuhuhwhostaylorswiftanywayew,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"Uh-uh, uh-uh (Who's Taylor Swift anyway? Ew)",Too many cool kids,It seems like one of those nights,1,itseemslikeoneofthosenights,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),It seems like one of those nights,"Uh-uh, uh-uh (Who's Taylor Swift anyway? Ew)",We ditch the whole scene,1,weditchthewholescene,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),We ditch the whole scene,It seems like one of those nights,And end up dreamin',1,andendupdreamin,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),And end up dreamin',We ditch the whole scene,Instead of sleepin',1,insteadofsleepin,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"We're happy, free, confused, and lonely in the best way",Yeah,"It's miserable and magical, oh, yeah",1,itsmiserableandmagicalohyeah,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"It's miserable and magical, oh, yeah","We're happy, free, confused, and lonely in the best way",Tonight's the night when we forget about the heartbreaks,1,tonightsthenightwhenweforgetabouttheheartbreaks,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Tonight's the night when we forget about the heartbreaks,"It's miserable and magical, oh, yeah","It's time, oh-oh",1,itstimeohoh,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),I don't know about you,(Hey),But I'm feelin' twenty-two,1,butimfeelintwentytwo,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),But I'm feelin' twenty-two,I don't know about you,Everything will be alright if (Ooh),1,everythingwillbealrightifooh,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Everything will be alright if (Ooh),But I'm feelin' twenty-two,You keep me next to you,1,youkeepmenexttoyou,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),You keep me next to you,Everything will be alright if (Ooh),You don't know about me,1,youdontknowaboutme,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),But I'll bet you want to,You don't know about me,Everything will be alright if (Alright),1,everythingwillbealrightifalright,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Everything will be alright if (Alright),But I'll bet you want to,We just keep dancin' like we're,1,wejustkeepdancinlikewere,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),We just keep dancin' like we're,Everything will be alright if (Alright),"Twenty-two (Oh, oh, oh, oh, oh)",1,twentytwoohohohohoh,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"Twenty-two (Oh, oh, oh, oh, oh)",We just keep dancin' like we're,Twenty-two (I don't know about you),1,twentytwoidontknowaboutyou,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Twenty-two (I don't know about you),"Twenty-two (Oh, oh, oh, oh, oh)",Twenty-two,1,twentytwo,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Twenty-two,Twenty-two (I don't know about you),Twenty-two (Ooh),1,twentytwoooh,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),We ditch the whole scene,It feels like one of those nights,It feels like one of those nights,1,itfeelslikeoneofthosenights,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),It feels like one of those nights,We ditch the whole scene,We won't be sleepin',1,wewontbesleepin,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),We won't be sleepin',It feels like one of those nights,It feels like one of those nights,1,itfeelslikeoneofthosenights,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),It feels like one of those nights,We won't be sleepin',You look like bad news,1,youlooklikebadnews,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),You look like bad news,It feels like one of those nights,I gotta have you,1,igottahaveyou,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),I gotta have you,You look like bad news,I gotta have you,2,igottahaveyou,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),I don't know about you (I don't know about you),(Hey),But I'm feelin' twenty-two,1,butimfeelintwentytwo,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),But I'm feelin' twenty-two,I don't know about you (I don't know about you),"Everything will be alright if (Ooh, oh-oh)",1,everythingwillbealrightifoohohoh,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"Everything will be alright if (Ooh, oh-oh)",But I'm feelin' twenty-two,You keep me next to you,1,youkeepmenexttoyou,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),You keep me next to you,"Everything will be alright if (Ooh, oh-oh)",You don't know about me (You don't know about me),1,youdontknowaboutmeyoudontknowaboutme,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),You don't know about me (You don't know about me),You keep me next to you,But I'll bet you want to,1,butillbetyouwantto,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),But I'll bet you want to,You don't know about me (You don't know about me),Everything will be alright if,1,everythingwillbealrightif,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Everything will be alright if,But I'll bet you want to,We just keep dancin' like we're (Dance like we're twenty-two),1,wejustkeepdancinlikeweredancelikeweretwentytwo,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),We just keep dancin' like we're (Dance like we're twenty-two),Everything will be alright if,"Twenty-two (Ooh, woah-oh-oh-oh)",1,twentytwooohwoahohohoh,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"Twenty-two (Ooh, woah-oh-oh-oh)",We just keep dancin' like we're (Dance like we're twenty-two),Twenty-two (Dancin' like),1,twentytwodancinlike,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),Twenty-two (Dancin' like),"Twenty-two (Ooh, woah-oh-oh-oh)","Twenty-two (Yeah, yeah)",1,twentytwoyeahyeah,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),"Twenty-two (Yeah, yeah)",Twenty-two (Dancin' like),"Twenty-two (Yeah, yeah, yeah)",1,twentytwoyeahyeahyeah,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),We ditch the whole scene,It feels like one of those nights (Twenty-two),It feels like one of those nights (Twenty-two),1,itfeelslikeoneofthosenightstwentytwo,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),It feels like one of those nights (Twenty-two),We ditch the whole scene,We won't be sleepin',1,wewontbesleepin,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),We won't be sleepin',It feels like one of those nights (Twenty-two),It feels like one of those nights (Twenty-two),1,itfeelslikeoneofthosenightstwentytwo,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),It feels like one of those nights (Twenty-two),We won't be sleepin',You look like bad news,1,youlooklikebadnews,22,#792e39,#792e39,#907763
22 (Taylor’s Version),Red (Taylor’s Version),You look like bad news,It feels like one of those nights (Twenty-two),I gotta have you,1,igottahaveyou,22,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),But somethin' 'bout it felt like home somehow,"I walked through the door with you, the air was cold",And I left my scarf there at your sister's house,1,andileftmyscarfthereatyoursistershouse,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),And I left my scarf there at your sister's house,But somethin' 'bout it felt like home somehow,"And you've still got it in your drawer, even now",1,andyouvestillgotitinyourdrawerevennow,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"We're singin' in the car, getting lost upstate","Oh, your sweet disposition and my wide-eyed gaze",Autumn leaves fallin' down like pieces into place,1,autumnleavesfallindownlikepiecesintoplace,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),Autumn leaves fallin' down like pieces into place,"We're singin' in the car, getting lost upstate",And I can picture it after all these days,1,andicanpictureitafterallthesedays,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),That magic's not here no more,And I know it's long gone and,"And I might be okay, but I'm not fine at all",1,andimightbeokaybutimnotfineatall,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"And I might be okay, but I'm not fine at all",That magic's not here no more,"Oh, oh, oh",1,ohohoh,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),You almost ran the red 'cause you were lookin' over at me,'Causе there we arе again on that little town street,"Wind in my hair, I was there",1,windinmyhairiwasthere,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"Wind in my hair, I was there",You almost ran the red 'cause you were lookin' over at me,I remember it all too well,1,irememberitalltoowell,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),You used to be a little kid with glasses in a twin-sized bed,"Photo album on the counter, your cheeks were turnin' red",And your mother's tellin' stories 'bout you on the tee-ball team,1,andyourmotherstellinstoriesboutyouontheteeballteam,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),And your mother's tellin' stories 'bout you on the tee-ball team,You used to be a little kid with glasses in a twin-sized bed,"You taught me 'bout your past, thinkin' your future was me",1,youtaughtmeboutyourpastthinkinyourfuturewasme,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"You taught me 'bout your past, thinkin' your future was me",And your mother's tellin' stories 'bout you on the tee-ball team,"And you were tossing me the car keys, ""Fuck the patriarchy""",1,andyouweretossingmethecarkeysfuckthepatriarchy,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"And you were tossing me the car keys, ""Fuck the patriarchy""","You taught me 'bout your past, thinkin' your future was me","Keychain on the ground, we were always skippin' town",1,keychainonthegroundwewerealwaysskippintown,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"Keychain on the ground, we were always skippin' town","And you were tossing me the car keys, ""Fuck the patriarchy""","And I was thinkin' on the drive down, ""Any time now",1,andiwasthinkinonthedrivedownanytimenow,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"And I was thinkin' on the drive down, ""Any time now","Keychain on the ground, we were always skippin' town","He's gonna say it's love,"" you never called it what it was",1,hesgonnasayitsloveyounevercalleditwhatitwas,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"He's gonna say it's love,"" you never called it what it was","And I was thinkin' on the drive down, ""Any time now",'Til we were dead and gone and buried,1,tilweweredeadandgoneandburied,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),'Til we were dead and gone and buried,"He's gonna say it's love,"" you never called it what it was",Check the pulse and come back swearin' it's the same,1,checkthepulseandcomebackswearinitsthesame,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),Check the pulse and come back swearin' it's the same,'Til we were dead and gone and buried,After three months in the grave,1,afterthreemonthsinthegrave,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),After three months in the grave,Check the pulse and come back swearin' it's the same,And then you wondered where it went to as I reached for you,1,andthenyouwonderedwhereitwenttoasireachedforyou,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),And then you wondered where it went to as I reached for you,After three months in the grave,But all I felt was shame and you held my lifeless frame,1,butallifeltwasshameandyouheldmylifelessframe,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),There was nothing else I could do,And I know it's long gone and,And I forget about you long enough,1,andiforgetaboutyoulongenough,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),And I forget about you long enough,There was nothing else I could do,To forget why I needed to,1,toforgetwhyineededto,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),We're dancin' 'round the kitchen in the refrigerator light,'Cause there we are again in the middle of the night,"Down the stairs, I was there",1,downthestairsiwasthere,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"Down the stairs, I was there",We're dancin' 'round the kitchen in the refrigerator light,I remember it all too well,1,irememberitalltoowell,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),I remember it all too well,"Down the stairs, I was there",And there we are again when nobody had to know,1,andthereweareagainwhennobodyhadtoknow,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),And there we are again when nobody had to know,I remember it all too well,"You kept me like a secret, but I kept you like an oath",1,youkeptmelikeasecretbutikeptyoulikeanoath,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"You kept me like a secret, but I kept you like an oath",And there we are again when nobody had to know,Sacred prayer and we'd swear,1,sacredprayerandwedswear,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),Sacred prayer and we'd swear,"You kept me like a secret, but I kept you like an oath","To remember it all too well, yeah",1,torememberitalltoowellyeah,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),But maybe this thing was a masterpiece 'til you tore it all up,"Well, maybe we got lost in translation, maybe I asked for too much","Runnin' scared, I was there",1,runninscarediwasthere,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"Runnin' scared, I was there",But maybe this thing was a masterpiece 'til you tore it all up,I remember it all too well,1,irememberitalltoowell,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),I remember it all too well,"Runnin' scared, I was there",And you call me up again just to break me like a promise,1,andyoucallmeupagainjusttobreakmelikeapromise,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),And you call me up again just to break me like a promise,I remember it all too well,So casually cruel in the name of bein' honest,1,socasuallycruelinthenameofbeinhonest,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),So casually cruel in the name of bein' honest,And you call me up again just to break me like a promise,I'm a crumpled-up piece of paper lyin' here,1,imacrumpleduppieceofpaperlyinhere,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),I'm a crumpled-up piece of paper lyin' here,So casually cruel in the name of bein' honest,"'Cause I remember it all, all, all",1,causeirememberitallallall,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),Every time you double-cross my mind,"They say all's well that ends well, but I'm in a new hell","You said if we had been closer in age, maybe it would've been fine",1,yousaidifwehadbeencloserinagemaybeitwouldvebeenfine,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"You said if we had been closer in age, maybe it would've been fine",Every time you double-cross my mind,And that made me want to die,1,andthatmademewanttodie,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),And that made me want to die,"You said if we had been closer in age, maybe it would've been fine","The idea you had of me, who was she?",1,theideayouhadofmewhowasshe,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"The idea you had of me, who was she?",And that made me want to die,"A never-needy, ever-lovely jewel whose shine reflects on you",1,aneverneedyeverlovelyjewelwhoseshinereflectsonyou,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"A never-needy, ever-lovely jewel whose shine reflects on you","The idea you had of me, who was she?",Not weepin' in a party bathroom,1,notweepininapartybathroom,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),Not weepin' in a party bathroom,"A never-needy, ever-lovely jewel whose shine reflects on you","Some actress askin' me what happened, you",1,someactressaskinmewhathappenedyou,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"Some actress askin' me what happened, you",Not weepin' in a party bathroom,"That's what happened, you",1,thatswhathappenedyou,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"That's what happened, you","Some actress askin' me what happened, you",You who charmed my dad with self-effacing jokes,1,youwhocharmedmydadwithselfeffacingjokes,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),You who charmed my dad with self-effacing jokes,"That's what happened, you",Sippin' coffee like you're on a late-night show,1,sippincoffeelikeyoureonalatenightshow,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),Sippin' coffee like you're on a late-night show,You who charmed my dad with self-effacing jokes,"But then he watched me watch the front door all night, willin' you to come",1,butthenhewatchedmewatchthefrontdoorallnightwillinyoutocome,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"But then he watched me watch the front door all night, willin' you to come",Sippin' coffee like you're on a late-night show,"And he said, ""It's supposed to be fun turning twenty-one""",1,andhesaiditssupposedtobefunturningtwentyone,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"I'd like to be my old self again, but I'm still tryin' to find it","Time won't fly, it's like I'm paralyzed by it",After plaid shirt days and nights when you made me your own,1,afterplaidshirtdaysandnightswhenyoumademeyourown,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),After plaid shirt days and nights when you made me your own,"I'd like to be my old self again, but I'm still tryin' to find it",Now you mail back my things and I walk home alone,1,nowyoumailbackmythingsandiwalkhomealone,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),Now you mail back my things and I walk home alone,After plaid shirt days and nights when you made me your own,But you keep my old scarf from that very first week,1,butyoukeepmyoldscarffromthatveryfirstweek,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),But you keep my old scarf from that very first week,Now you mail back my things and I walk home alone,'Cause it reminds you of innocence and it smells like me,1,causeitremindsyouofinnocenceanditsmellslikeme,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),'Cause it reminds you of innocence and it smells like me,But you keep my old scarf from that very first week,You can't get rid of it,1,youcantgetridofit,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),You can't get rid of it,'Cause it reminds you of innocence and it smells like me,"'Cause you remember it all too well, yeah",1,causeyourememberitalltoowellyeah,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),Back before you lost the one real thing you've ever known,'Cause there we are again when I loved you so,"It was rare, I was there",1,itwasrareiwasthere,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"It was rare, I was there",Back before you lost the one real thing you've ever known,I remember it all too well,1,irememberitalltoowell,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),I remember it all too well,"It was rare, I was there","Wind in my hair, you were there",1,windinmyhairyouwerethere,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"Wind in my hair, you were there",I remember it all too well,You remember it all,1,yourememberitall,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),You remember it all,"Wind in my hair, you were there","Down the stairs, you were there",1,downthestairsyouwerethere,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"Down the stairs, you were there",You remember it all,You remember it all,1,yourememberitall,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),You remember it all,"Down the stairs, you were there","It was rare, I was there",1,itwasrareiwasthere,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"It was rare, I was there",You remember it all,I remember it all too well,1,irememberitalltoowell,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"""I'll get older, but your lovers stay my age""","And I was never good at tellin' jokes, but the punch line goes",From when your Brooklyn broke my skin and bones,1,fromwhenyourbrooklynbrokemyskinandbones,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),From when your Brooklyn broke my skin and bones,"""I'll get older, but your lovers stay my age""",I'm a soldier who's returning half her weight,1,imasoldierwhosreturninghalfherweight,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),I'm a soldier who's returning half her weight,From when your Brooklyn broke my skin and bones,And did the twin flame bruise paint you blue?,1,anddidthetwinflamebruisepaintyoublue,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),And did the twin flame bruise paint you blue?,I'm a soldier who's returning half her weight,"Just between us, did the love affair maim you too?",1,justbetweenusdidtheloveaffairmaimyoutoo,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),"Just between us, did the love affair maim you too?",And did the twin flame bruise paint you blue?,'Cause in this city's barren cold,1,causeinthiscitysbarrencold,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),'Cause in this city's barren cold,"Just between us, did the love affair maim you too?",I still remember the first fall of snow,1,istillrememberthefirstfallofsnow,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),I still remember the first fall of snow,'Cause in this city's barren cold,And how it glistened as it fell,1,andhowitglistenedasitfell,alltoowell,#792e39,#792e39,#907763
All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Red (Taylor’s Version),And how it glistened as it fell,I still remember the first fall of snow,I remember it all too well,1,irememberitalltoowell,alltoowell,#792e39,#792e39,#907763
